<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>
<|mdm_mask|>, Su,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>
<|mdm_mask|>, Su,zy,<|mdm_mask|>, iPhone, is, ,1, year, old,",", then, Ben,'s, iPhone, is, ,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>
If, Su,zy,'s, iPhone, is, ,1, year, old,",", then, Ben,'s, iPhone, is, ,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>
If, Su,zy,'s, iPhone, is, ,1, year, old,",", then, Ben,'s, iPhone, is, ,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,2,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>
If, Su,zy,'s, iPhone, is, ,1, year, old,",", then, Ben,'s, iPhone, is, ,<|mdm_mask|>, *, ,<|mdm_mask|>, =, ,2, years, old,.,\n,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>
If, Su,zy,'s, iPhone, is, ,1, year, old,",", then, Ben,'s, iPhone, is, ,<|mdm_mask|>, *, ,1, =, ,2, years, old,.,\n,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,
If, Su,zy,'s, iPhone, is, ,1, year, old,",", then, Ben,'s, iPhone, is, ,2, *, ,1, =, ,2, years, old,.,\n,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,
If, Su,zy,'s, iPhone, is, ,1, year, old,",", then, Ben,'s, iPhone, is, ,2, *, ,1, =, ,2, years, old,.,\n,<|mdm_mask|>,<|mdm_mask|>,'s,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,
If, Su,zy,'s, iPhone, is, ,1, year, old,",", then, Ben,'s, iPhone, is, ,2, *, ,1, =, ,2, years, old,.,\n,<|mdm_mask|>,<|mdm_mask|>,'s, iPhone,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,<|mdm_mask|>,
